site,site_code,date,scale_cm,nail,sediment_depth,turf_length,rugo_mean,slope_mean,slope_var,sapr,std_curve,plan_curve,tpi
Fortlauderdale,FTL,20250721,50,10,4,5,-0.5368935638505627,-0.9051237702417291,19.08780525,-0.4784963628288974,-0.25810904380035654,0.3383607902016564,-0.040249055259638684
Fortlauderdale,FTL,20250721,50,11,4,5,-0.566379988051306,-1.241304710478647,19.01886149,-0.51144590745239,-0.4368656536609731,0.07701472859188005,-0.05153712884285901
Fortlauderdale,FTL,20250721,50,12,5,5,-0.5504848760629573,-1.0826729972243312,18.1034431,-0.4683072416248872,-0.2546559761908592,0.27954296466646283,-0.03641126385540932
Fortlauderdale,FTL,20250721,50,13,1,4,-0.525462604290568,-0.9083101769518164,18.31020655,-0.4745978164418169,0.5143077345259628,0.26476947053452854,0.08116017703291939
Fortlauderdale,FTL,20250721,50,14,2,2,-0.438856789221565,-0.5583335153720326,19.31459473,-0.46861884919486796,0.046774078477829335,0.24010728896651304,0.02826886297191863
Fortlauderdale,FTL,20250721,50,15,3,4,-0.6724237960904201,-1.167147261225071,18.39907043,-0.4694256475579053,0.13416912466724878,0.2883740350756361,0.031056460438221693
Fortlauderdale,FTL,20250721,50,16,2,5,-0.6769748749930536,-0.7472906367611712,18.92578961,-0.45018427361029223,-0.3450124716856747,0.2903215235455424,-0.05627526935348418
Fortlauderdale,FTL,20250721,50,17,1,3,-0.602547115452447,-1.1483408940689868,18.95801813,-0.5182506406477274,0.062401951521158884,0.2535291909287421,0.024248797100099025
Fortlauderdale,FTL,20250721,50,18,2,8,-0.6702437175511465,-0.6018130496941657,20.16353591,-0.379308872886096,-0.041417495814431673,0.3187353189579529,0.0054679841169937215
Fortlauderdale,FTL,20250721,50,19,2,3,-0.6654888358621972,-0.23853502236957344,19.94920261,-0.43231821611686355,0.014472461873320666,0.20639233990679617,-0.0039493403948409845
